isin,lei,figi,ticker,mic_code,exchange,permid,company_name,country,sector,industry,employees,year_of_disclosure,reporting_period,metric,hazardousness,treatment_method,value,unit,incomplete_boundaries,source_names,source_urls,company_id,document_id,document_urls
Available Upon Request,96950032TUYMW11FB530,BBG000DQ7884,ALO,XPAR,EURONEXT,4295867565,Alstom SA,France,Industrials,Railroads,78684,2024,2024,Total Non-Hazardous Waste Generated,Non-Hazardous,Total Generated,70468,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2024""]","[""https://www.alstom.com/finance/regulated-information?f%5B0%5D=fy%3A1456""]",01133fe5-4172-44d0-8d1b-4af3388d95d7,6e2be3e8-49f0-41b5-955b-e4d9a03835b7,"[""https://www.alstom.com/sites/alstom.com/files/2024/05/15/20240515_Alstom_Universal_Registration_Document_EN.pdf""]"
Available Upon Request,96950032TUYMW11FB530,BBG000DQ7884,ALO,XPAR,EURONEXT,4295867565,Alstom SA,France,Industrials,Railroads,78684,2024,2024,Non-Hazardous Waste Disposed,Non-Hazardous,Disposed,5047,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2024""]","[""https://www.alstom.com/finance/regulated-information?f%5B0%5D=fy%3A1456""]",01133fe5-4172-44d0-8d1b-4af3388d95d7,6e2be3e8-49f0-41b5-955b-e4d9a03835b7,"[""https://www.alstom.com/sites/alstom.com/files/2024/05/15/20240515_Alstom_Universal_Registration_Document_EN.pdf""]"
Available Upon Request,96950032TUYMW11FB530,BBG000DQ7884,ALO,XPAR,EURONEXT,4295867565,Alstom SA,France,Industrials,Railroads,78684,2024,2024,Total Waste Generated,Total,Total Generated,77480,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2024""]","[""https://www.alstom.com/finance/regulated-information?f%5B0%5D=fy%3A1456""]",01133fe5-4172-44d0-8d1b-4af3388d95d7,6e2be3e8-49f0-41b5-955b-e4d9a03835b7,"[""https://www.alstom.com/sites/alstom.com/files/2024/05/15/20240515_Alstom_Universal_Registration_Document_EN.pdf""]"
Available Upon Request,96950032TUYMW11FB530,BBG000DQ7884,ALO,XPAR,EURONEXT,4295867565,Alstom SA,France,Industrials,Railroads,78684,2024,2024,Non-Hazardous Waste Recovered,Non-Hazardous,Recovered,65421,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2024""]","[""https://www.alstom.com/finance/regulated-information?f%5B0%5D=fy%3A1456""]",01133fe5-4172-44d0-8d1b-4af3388d95d7,6e2be3e8-49f0-41b5-955b-e4d9a03835b7,"[""https://www.alstom.com/sites/alstom.com/files/2024/05/15/20240515_Alstom_Universal_Registration_Document_EN.pdf""]"
Available Upon Request,96950015FU78G84UIV14,BBG000BVCKZ2,NEX,XPAR,EURONEXT,4295867263,Nexans SA,France,Industrials,Electrical Equipment & Parts,28498,2023,2023,Total Waste Generated,Total,Total Generated,71345,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.nexans.com/finance/""]",012f8a95-4bec-4b13-b50c-5e5a78a10269,b3dd5faa-d50e-4ec9-b30a-6bd91789cc6a,"[""https://www.nexans.com/app/uploads/2024/04/2023_nexans-universal-registration-document.pdf""]"
Available Upon Request,96950015FU78G84UIV14,BBG000BVCKZ2,NEX,XPAR,EURONEXT,4295867263,Nexans SA,France,Industrials,Electrical Equipment & Parts,28498,2023,2023,Total Non-Hazardous Waste Generated,Non-Hazardous,Total Generated,68093,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.nexans.com/finance/""]",012f8a95-4bec-4b13-b50c-5e5a78a10269,b3dd5faa-d50e-4ec9-b30a-6bd91789cc6a,"[""https://www.nexans.com/app/uploads/2024/04/2023_nexans-universal-registration-document.pdf""]"
Available Upon Request,96950015FU78G84UIV14,BBG000BVCKZ2,NEX,XPAR,EURONEXT,4295867263,Nexans SA,France,Industrials,Electrical Equipment & Parts,28498,2023,2023,Total Hazardous Waste Generated,Hazardous,Total Generated,3252,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.nexans.com/finance/""]",012f8a95-4bec-4b13-b50c-5e5a78a10269,b3dd5faa-d50e-4ec9-b30a-6bd91789cc6a,"[""https://www.nexans.com/app/uploads/2024/04/2023_nexans-universal-registration-document.pdf""]"
Available Upon Request,96950015FU78G84UIV14,BBG000BVCKZ2,NEX,XPAR,EURONEXT,4295867263,Nexans SA,France,Industrials,Electrical Equipment & Parts,28498,2023,2022,Total Waste Generated,Total,Total Generated,70736,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.nexans.com/finance/""]",012f8a95-4bec-4b13-b50c-5e5a78a10269,b3dd5faa-d50e-4ec9-b30a-6bd91789cc6a,"[""https://www.nexans.com/app/uploads/2024/04/2023_nexans-universal-registration-document.pdf""]"
Available Upon Request,96950015FU78G84UIV14,BBG000BVCKZ2,NEX,XPAR,EURONEXT,4295867263,Nexans SA,France,Industrials,Electrical Equipment & Parts,28498,2023,2022,Total Non-Hazardous Waste Generated,Non-Hazardous,Total Generated,67354,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.nexans.com/finance/""]",012f8a95-4bec-4b13-b50c-5e5a78a10269,b3dd5faa-d50e-4ec9-b30a-6bd91789cc6a,"[""https://www.nexans.com/app/uploads/2024/04/2023_nexans-universal-registration-document.pdf""]"
Available Upon Request,96950015FU78G84UIV14,BBG000BVCKZ2,NEX,XPAR,EURONEXT,4295867263,Nexans SA,France,Industrials,Electrical Equipment & Parts,28498,2023,2022,Total Hazardous Waste Generated,Hazardous,Total Generated,3382,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.nexans.com/finance/""]",012f8a95-4bec-4b13-b50c-5e5a78a10269,b3dd5faa-d50e-4ec9-b30a-6bd91789cc6a,"[""https://www.nexans.com/app/uploads/2024/04/2023_nexans-universal-registration-document.pdf""]"
Available Upon Request,96950015FU78G84UIV14,BBG000BVCKZ2,NEX,XPAR,EURONEXT,4295867263,Nexans SA,France,Industrials,Electrical Equipment & Parts,28498,2023,2021,Total Hazardous Waste Generated,Hazardous,Total Generated,3192,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.nexans.com/finance/""]",012f8a95-4bec-4b13-b50c-5e5a78a10269,b3dd5faa-d50e-4ec9-b30a-6bd91789cc6a,"[""https://www.nexans.com/app/uploads/2024/04/2023_nexans-universal-registration-document.pdf""]"
Available Upon Request,96950015FU78G84UIV14,BBG000BVCKZ2,NEX,XPAR,EURONEXT,4295867263,Nexans SA,France,Industrials,Electrical Equipment & Parts,28498,2023,2021,Total Non-Hazardous Waste Generated,Non-Hazardous,Total Generated,67478,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.nexans.com/finance/""]",012f8a95-4bec-4b13-b50c-5e5a78a10269,b3dd5faa-d50e-4ec9-b30a-6bd91789cc6a,"[""https://www.nexans.com/app/uploads/2024/04/2023_nexans-universal-registration-document.pdf""]"
Available Upon Request,96950015FU78G84UIV14,BBG000BVCKZ2,NEX,XPAR,EURONEXT,4295867263,Nexans SA,France,Industrials,Electrical Equipment & Parts,28498,2023,2021,Total Waste Generated,Total,Total Generated,70670,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.nexans.com/finance/""]",012f8a95-4bec-4b13-b50c-5e5a78a10269,b3dd5faa-d50e-4ec9-b30a-6bd91789cc6a,"[""https://www.nexans.com/app/uploads/2024/04/2023_nexans-universal-registration-document.pdf""]"
Available Upon Request,96950015FU78G84UIV14,BBG000BVCKZ2,NEX,XPAR,EURONEXT,4295867263,Nexans SA,France,Industrials,Electrical Equipment & Parts,28498,2023,2019,Total Hazardous Waste Generated,Hazardous,Total Generated,4700,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.nexans.com/finance/""]",012f8a95-4bec-4b13-b50c-5e5a78a10269,b3dd5faa-d50e-4ec9-b30a-6bd91789cc6a,"[""https://www.nexans.com/app/uploads/2024/04/2023_nexans-universal-registration-document.pdf""]"
Available Upon Request,96950015FU78G84UIV14,BBG000BVCKZ2,NEX,XPAR,EURONEXT,4295867263,Nexans SA,France,Industrials,Electrical Equipment & Parts,28498,2023,2019,Total Non-Hazardous Waste Generated,Non-Hazardous,Total Generated,101189,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.nexans.com/finance/""]",012f8a95-4bec-4b13-b50c-5e5a78a10269,b3dd5faa-d50e-4ec9-b30a-6bd91789cc6a,"[""https://www.nexans.com/app/uploads/2024/04/2023_nexans-universal-registration-document.pdf""]"
Available Upon Request,96950015FU78G84UIV14,BBG000BVCKZ2,NEX,XPAR,EURONEXT,4295867263,Nexans SA,France,Industrials,Electrical Equipment & Parts,28498,2023,2019,Total Waste Generated,Total,Total Generated,105889,Metric Tonnes,Not Specified,"[""Universal Registration Document (URD) 2023""]","[""https://www.nexans.com/finance/""]",012f8a95-4bec-4b13-b50c-5e5a78a10269,b3dd5faa-d50e-4ec9-b30a-6bd91789cc6a,"[""https://www.nexans.com/app/uploads/2024/04/2023_nexans-universal-registration-document.pdf""]"
Available Upon Request,222100CO2ZOTEPGJO223,BBG000PLY1D1,O5G,XETR,XETRA,5000002458,CPI Property Group SA,Luxembourg,Real Estate,Real Estate Services,3235,2023,2023,Total Waste Disposed,Total,Disposed,49380.14,Metric Tonnes,Not Specified,"[""Management report 2023""]","[""https://cpipg.com/en/for-investors/reports-presentations""]",016687e0-d9b6-4b57-83c1-01f3def3a488,6a0dfcd4-3495-44ba-b338-e97ba391eb1d,[]
Available Upon Request,222100CO2ZOTEPGJO223,BBG000PLY1D1,O5G,XETR,XETRA,5000002458,CPI Property Group SA,Luxembourg,Real Estate,Real Estate Services,3235,2023,2023,Hazardous Waste Disposed,Hazardous,Disposed,1286.64,Metric Tonnes,Not Specified,"[""Management report 2023""]","[""https://cpipg.com/en/for-investors/reports-presentations""]",016687e0-d9b6-4b57-83c1-01f3def3a488,6a0dfcd4-3495-44ba-b338-e97ba391eb1d,[]
Available Upon Request,222100CO2ZOTEPGJO223,BBG000PLY1D1,O5G,XETR,XETRA,5000002458,CPI Property Group SA,Luxembourg,Real Estate,Real Estate Services,3235,2023,2023,Total Waste Recovered,Total,Recovered,89966.06,Metric Tonnes,Not Specified,"[""Management report 2023""]","[""https://cpipg.com/en/for-investors/reports-presentations""]",016687e0-d9b6-4b57-83c1-01f3def3a488,6a0dfcd4-3495-44ba-b338-e97ba391eb1d,[]
Available Upon Request,222100CO2ZOTEPGJO223,BBG000PLY1D1,O5G,XETR,XETRA,5000002458,CPI Property Group SA,Luxembourg,Real Estate,Real Estate Services,3235,2023,2023,Hazardous Waste Recovered,Hazardous,Recovered,0,Metric Tonnes,Not Specified,"[""Management report 2023""]","[""https://cpipg.com/en/for-investors/reports-presentations""]",016687e0-d9b6-4b57-83c1-01f3def3a488,6a0dfcd4-3495-44ba-b338-e97ba391eb1d,[]
Available Upon Request,222100CO2ZOTEPGJO223,BBG000PLY1D1,O5G,XETR,XETRA,5000002458,CPI Property Group SA,Luxembourg,Real Estate,Real Estate Services,3235,2023,2023,Non-Hazardous Waste Disposed,Non-Hazardous,Disposed,48093.5,Metric Tonnes,Not Specified,"[""Management report 2023""]","[""https://cpipg.com/en/for-investors/reports-presentations""]",016687e0-d9b6-4b57-83c1-01f3def3a488,6a0dfcd4-3495-44ba-b338-e97ba391eb1d,[]
Available Upon Request,222100CO2ZOTEPGJO223,BBG000PLY1D1,O5G,XETR,XETRA,5000002458,CPI Property Group SA,Luxembourg,Real Estate,Real Estate Services,3235,2023,2023,Total Non-Hazardous Waste Generated,Non-Hazardous,Total Generated,138059.56,Metric Tonnes,Not Specified,"[""Management report 2023""]","[""https://cpipg.com/en/for-investors/reports-presentations""]",016687e0-d9b6-4b57-83c1-01f3def3a488,6a0dfcd4-3495-44ba-b338-e97ba391eb1d,[]
Available Upon Request,222100CO2ZOTEPGJO223,BBG000PLY1D1,O5G,XETR,XETRA,5000002458,CPI Property Group SA,Luxembourg,Real Estate,Real Estate Services,3235,2023,2023,Total Waste Generated,Total,Total Generated,139346.2,Metric Tonnes,Not Specified,"[""Management report 2023""]","[""https://cpipg.com/en/for-investors/reports-presentations""]",016687e0-d9b6-4b57-83c1-01f3def3a488,6a0dfcd4-3495-44ba-b338-e97ba391eb1d,[]
Available Upon Request,222100CO2ZOTEPGJO223,BBG000PLY1D1,O5G,XETR,XETRA,5000002458,CPI Property Group SA,Luxembourg,Real Estate,Real Estate Services,3235,2023,2023,Non-Hazardous Waste Recovered,Non-Hazardous,Recovered,89966.06,Metric Tonnes,Not Specified,"[""Management report 2023""]","[""https://cpipg.com/en/for-investors/reports-presentations""]",016687e0-d9b6-4b57-83c1-01f3def3a488,6a0dfcd4-3495-44ba-b338-e97ba391eb1d,[]
Available Upon Request,222100CO2ZOTEPGJO223,BBG000PLY1D1,O5G,XETR,XETRA,5000002458,CPI Property Group SA,Luxembourg,Real Estate,Real Estate Services,3235,2023,2023,Total Hazardous Waste Generated,Hazardous,Total Generated,1268.64,Metric Tonnes,Not Specified,"[""Management report 2023""]","[""https://cpipg.com/en/for-investors/reports-presentations""]",016687e0-d9b6-4b57-83c1-01f3def3a488,6a0dfcd4-3495-44ba-b338-e97ba391eb1d,[]
Available Upon Request,222100CO2ZOTEPGJO223,BBG000PLY1D1,O5G,XETR,XETRA,5000002458,CPI Property Group SA,Luxembourg,Real Estate,Real Estate Services,3235,2023,2022,Total Waste Generated,Total,Total Generated,143373.7,Metric Tonnes,Not Specified,"[""Management report 2023""]","[""https://cpipg.com/en/for-investors/reports-presentations""]",016687e0-d9b6-4b57-83c1-01f3def3a488,6a0dfcd4-3495-44ba-b338-e97ba391eb1d,[]
